recp_id,compound_id,docking_score,is_active,percentage_seen,percentage_active,log_dx,prev_dy,prev_dx,prev_log_dx,area_dy_dx_inc,area_dy_log_dx_inc,running_area_dy_dx,running_area_dy_log_dx,recp_name
2,ZINC000657934399,-65.05000305175781,1,0.0019762845849802,0.7518796992481203,-0.3333333333333333,,,,0.0,0.0,0.0,0.0,S2
2,ZINC000263644082,-64.51000213623047,0,0.0039525691699604,0.7518796992481203,-0.3333333333333333,0.7518796992481203,0.0019762845849802,-0.3333333333333333,0.0014859282593836,0.0,0.0014859282593836,0.0,S2
2,ZINC000609803478,-63.52999877929688,1,0.0059288537549407,1.5037593984962403,-0.3333333333333333,0.7518796992481203,0.0039525691699604,-0.3333333333333333,0.0022288923890754,0.0,0.003714820648459,0.0,S2
2,ZINC001460371878,-63.29999923706055,1,0.0079051383399209,2.255639097744361,-0.3333333333333333,1.5037593984962403,0.0059288537549407,-0.3333333333333333,0.003714820648459,0.0,0.0074296412969181,0.0,S2
2,ZINC000287581634,-63.22999954223633,0,0.0098814229249011,2.255639097744361,-0.3333333333333333,2.255639097744361,0.0079051383399209,-0.3333333333333333,0.0044577847781509,0.0,0.011887426075069,0.0,S2
2,ZINC000247001079,-63.060001373291016,0,0.0118577075098814,2.255639097744361,-0.3086664221520518,2.255639097744361,0.0098814229249011,-0.3333333333333333,0.0044577847781509,0.055639649281086,0.01634521085322,0.055639649281086,S2
2,ZINC000676461131,-62.77999877929688,0,0.0138339920948616,2.255639097744361,-0.2863508256085141,2.255639097744361,0.0118577075098814,-0.3086664221520518,0.0044577847781509,0.0503359320530925,0.0208029956313709,0.1059755813341786,S2
2,ZINC000668631550,-62.66999816894531,0,0.0158102766798418,2.255639097744361,-0.2670201766159518,2.255639097744361,0.0138339920948616,-0.2863508256085141,0.0044577847781509,0.043602967652396,0.0252607804095218,0.1495785489865747,S2
2,ZINC000617924178,-62.66999816894531,0,0.0177865612648221,2.255639097744361,-0.249969335800158,2.255639097744361,0.0158102766798418,-0.2670201766159518,0.0044577847781509,0.0384605431935198,0.0297185651876727,0.1880390921800945,S2
2,ZINC000421699823,-62.45000076293945,0,0.0197628458498023,2.255639097744361,-0.2347168389465997,2.255639097744361,0.0177865612648221,-0.249969335800158,0.0044577847781509,0.034404128241109,0.0341763499658236,0.2224432204212036,S2
2,ZINC000595790972,-62.43999862670898,0,0.0217391304347826,2.255639097744361,-0.2209192772271913,2.255639097744361,0.0197628458498023,-0.2347168389465997,0.0044577847781509,0.0311223196678383,0.0386341347439745,0.2535655400890419,S2
2,ZINC000684607185,-62.400001525878906,1,0.0237154150197628,3.007518796992481,-0.2083230902640581,2.255639097744361,0.0217391304347826,-0.2209192772271913,0.0052007489078427,0.033147860429298,0.0438348836518172,0.2867134005183399,S2
2,ZINC000656499190,-62.150001525878906,0,0.025691699604743,3.007518796992481,-0.1967357215109874,3.007518796992481,0.0237154150197628,-0.2083230902640581,0.0059437130375345,0.0348492293325434,0.0497785966893518,0.3215626298508834,S2
2,ZINC000512182007,-62.09000015258789,1,0.0276679841897233,3.7593984962406015,-0.1860074937205203,3.007518796992481,0.025691699604743,-0.1967357215109874,0.0066866771672263,0.0362985150805276,0.0564652738565781,0.3578611449314111,S2
2,ZINC000430847713,-61.93000030517578,0,0.0296442687747035,3.7593984962406015,-0.1760197525947059,3.7593984962406015,0.0276679841897233,-0.1860074937205203,0.0074296412969181,0.0375478989692271,0.0638949151534963,0.3954090439006382,S2
2,ZINC000248917461,-61.68999862670898,0,0.0316205533596837,3.7593984962406015,-0.1666768447279581,3.7593984962406015,0.0296442687747035,-0.1760197525947059,0.0074296412969181,0.0351237137847661,0.0713245564504145,0.4305327576854043,S2
2,ZINC001474404955,-61.560001373291016,0,0.033596837944664,3.7593984962406015,-0.1579005318205084,3.7593984962406015,0.0316205533596837,-0.1666768447279581,0.0074296412969181,0.0329936575468036,0.0787541977473327,0.4635264152322079,S2
2,ZINC001206651458,-61.459999084472656,0,0.0355731225296442,3.7593984962406015,-0.1496260039121643,3.7593984962406015,0.033596837944664,-0.1579005318205084,0.0074296412969181,0.0311072477757295,0.0861838390442509,0.4946336630079375,S2
2,ZINC000421701270,-61.459999084472656,0,0.0375494071146245,3.7593984962406015,-0.1417989719623233,3.7593984962406015,0.0355731225296442,-0.1496260039121643,0.0074296412969181,0.0294249321422591,0.0936134803411691,0.5240585951501967,S2
2,ZINC000766031584,-61.43999862670898,0,0.0395256916996047,3.7593984962406015,-0.1343735070586059,3.7593984962406015,0.0375494071146245,-0.1417989719623233,0.0074296412969181,0.0279152815929225,0.1010431216380873,0.5519738767431193,S2
2,ZINC000518003593,-61.41999816894531,0,0.0415019762845849,3.7593984962406015,-0.1273104073686266,3.7593984962406015,0.0395256916996047,-0.1343735070586059,0.0074296412969181,0.0265530063533058,0.1084727629350055,0.5785268830964252,S2
2,ZINC000605902355,-61.38999938964844,1,0.0434782608695652,4.511278195488721,-0.1205759453391976,3.7593984962406015,0.0415019762845849,-0.1273104073686266,0.0081726054266099,0.0278492790690672,0.1166453683616155,0.6063761621654924,S2
2,ZINC000347007006,-61.380001068115234,0,0.0454545454545454,4.511278195488721,-0.114140893607402,4.511278195488721,0.0434782608695652,-0.1205759453391976,0.0089155695563018,0.0290303085644913,0.1255609379179173,0.6354064707299837,S2
2,ZINC000683721842,-61.31999969482422,0,0.0474308300395256,4.511278195488721,-0.1079797583760643,4.511278195488721,0.0454545454545454,-0.114140893607402,0.0089155695563018,0.027794595028591,0.1344765074742191,0.6632010657585747,S2
