#AUC	76.36	LogAUC	14.59
0.0000	0.0000
0.0814	0.0000
0.1000	0.0000
0.1627	0.0000
0.2441	0.0000
0.3255	0.0000
0.3255	0.3425
0.3255	0.6849
0.3255	1.0274
0.3255	1.3699
0.3255	1.7123
0.3255	2.0548
0.3255	2.3973
0.3255	2.7397
0.3255	3.0822
0.4068	3.0822
0.4068	3.4247
0.4068	3.7671
0.4882	3.7671
0.4882	4.1096
0.5696	4.1096
0.6509	4.1096
0.7323	4.1096
0.7323	4.4521
0.7323	4.7945
0.7323	5.1370
0.7323	5.4795
0.7323	5.8219
0.8137	5.8219
0.8950	5.8219
0.8950	6.1644
0.8950	6.5068
0.9764	6.5068
0.9764	6.8493
1.0578	6.8493
1.1391	6.8493
1.2205	6.8493
1.2205	7.1918
1.3019	7.1918
1.3019	7.5342
1.3019	7.8767
1.3019	8.2192
1.3832	8.2192
1.4646	8.2192
1.4646	8.5616
1.5460	8.5616
1.6273	8.5616
1.7087	8.5616
1.7087	8.9041
1.7901	8.9041
1.8714	8.9041
1.9528	8.9041
1.9528	9.2466
2.0342	9.2466
2.0342	9.5890
2.1155	9.5890
2.1155	9.9315
2.1155	10.2740
2.1155	10.6164
2.1969	10.6164
2.1969	10.9589
2.2783	10.9589
2.2783	11.3014
2.3596	11.3014
2.3596	11.6438
2.3596	11.9863
2.4410	11.9863
2.5224	11.9863
2.6037	11.9863
2.6851	11.9863
2.7665	11.9863
2.7665	12.3288
2.8478	12.3288
2.9292	12.3288
3.0106	12.3288
3.0919	12.3288
3.0919	12.6712
3.1733	12.6712
3.1733	13.0137
3.2547	13.0137
3.3360	13.0137
3.4174	13.0137
3.4988	13.0137
3.4988	13.3562
3.5801	13.3562
3.5801	13.6986
3.5801	14.0411
3.6615	14.0411
3.6615	14.3836
3.7429	14.3836
3.8242	14.3836
3.9056	14.3836
3.9056	14.7260
3.9056	15.0685
3.9056	15.4110
3.9870	15.4110
3.9870	15.7534
4.0683	15.7534
4.0683	16.0959
4.0683	16.4384
4.1497	16.4384
4.2311	16.4384
4.3124	16.4384
4.3938	16.4384
4.4752	16.4384
4.4752	16.7808
4.5566	16.7808
4.6379	16.7808
4.6379	17.1233
4.7193	17.1233
4.8007	17.1233
4.8820	17.1233
4.8820	17.4658
4.8820	17.8082
4.8820	18.1507
4.9634	18.1507
4.9634	18.4932
4.9634	18.8356
5.0448	18.8356
5.0448	19.1781
5.0448	19.5205
5.0448	19.8630
5.1261	19.8630
5.2075	19.8630
5.2075	20.2055
5.2889	20.2055
5.3702	20.2055
5.3702	20.5479
5.4516	20.5479
5.5330	20.5479
5.6143	20.5479
5.6143	20.8904
5.6143	21.2329
5.6957	21.2329
5.7771	21.2329
5.7771	21.5753
5.8584	21.5753
5.8584	21.9178
5.9398	21.9178
5.9398	22.2603
6.0212	22.2603
6.0212	22.6027
6.0212	22.9452
6.1025	22.9452
6.1025	23.2877
6.1025	23.6301
6.1839	23.6301
6.1839	23.9726
6.2653	23.9726
6.3466	23.9726
6.3466	24.3151
6.4280	24.3151
6.5094	24.3151
6.5907	24.3151
6.6721	24.3151
6.7535	24.3151
6.7535	24.6575
6.8348	24.6575
6.9162	24.6575
6.9976	24.6575
6.9976	25.0000
7.0789	25.0000
7.0789	25.3425
7.1603	25.3425
7.2417	25.3425
7.3230	25.3425
7.4044	25.3425
7.4858	25.3425
7.4858	25.6849
7.5671	25.6849
7.6485	25.6849
7.6485	26.0274
7.7299	26.0274
7.8112	26.0274
7.8112	26.3699
7.8112	26.7123
7.8112	27.0548
7.8926	27.0548
7.8926	27.3973
7.9740	27.3973
8.0553	27.3973
8.0553	27.7397
8.1367	27.7397
8.1367	28.0822
8.2181	28.0822
8.2994	28.0822
8.2994	28.4247
8.3808	28.4247
8.3808	28.7671
8.3808	29.1096
8.4622	29.1096
8.4622	29.4521
8.5435	29.4521
8.6249	29.4521
8.6249	29.7945
8.6249	30.1370
8.6249	30.4795
8.6249	30.8219
8.7063	30.8219
8.7876	30.8219
8.8690	30.8219
8.9504	30.8219
9.0317	30.8219
9.0317	31.1644
9.1131	31.1644
9.1945	31.1644
9.2758	31.1644
9.3572	31.1644
9.4386	31.1644
9.4386	31.5068
9.5199	31.5068
9.6013	31.5068
9.6013	31.8493
9.6827	31.8493
9.6827	32.1918
9.7640	32.1918
9.7640	32.5342
9.7640	32.8767
9.8454	32.8767
9.9268	32.8767
10.0081	32.8767
10.0895	32.8767
10.0895	33.2192
10.1709	33.2192
10.2522	33.2192
10.2522	33.5616
10.3336	33.5616
10.4150	33.5616
10.4963	33.5616
10.5777	33.5616
10.6591	33.5616
10.6591	33.9041
10.7404	33.9041
10.7404	34.2466
10.8218	34.2466
10.8218	34.5890
10.9032	34.5890
10.9845	34.5890
11.0659	34.5890
11.1473	34.5890
11.2286	34.5890
11.2286	34.9315
11.3100	34.9315
11.3100	35.2740
11.3914	35.2740
11.3914	35.6164
11.4727	35.6164
11.5541	35.6164
11.6355	35.6164
11.7168	35.6164
11.7982	35.6164
11.7982	35.9589
11.8796	35.9589
11.9609	35.9589
11.9609	36.3014
12.0423	36.3014
12.0423	36.6438
12.0423	36.9863
12.0423	37.3288
12.0423	37.6712
12.1237	37.6712
12.2050	37.6712
12.2864	37.6712
12.3678	37.6712
12.3678	38.0137
12.3678	38.3562
12.4491	38.3562
12.5305	38.3562
12.6119	38.3562
12.6932	38.3562
12.7746	38.3562
12.7746	38.6986
12.8560	38.6986
12.8560	39.0411
12.9373	39.0411
13.0187	39.0411
13.1001	39.0411
13.1814	39.0411
13.2628	39.0411
13.3442	39.0411
13.4255	39.0411
13.5069	39.0411
13.5069	39.3836
13.5069	39.7260
13.5883	39.7260
13.6697	39.7260
13.7510	39.7260
13.7510	40.0685
13.7510	40.4110
13.7510	40.7534
13.8324	40.7534
13.9138	40.7534
13.9951	40.7534
14.0765	40.7534
14.1579	40.7534
14.2392	40.7534
14.2392	41.0959
14.3206	41.0959
14.3206	41.4384
14.4020	41.4384
14.4833	41.4384
14.5647	41.4384
14.5647	41.7808
14.6461	41.7808
14.6461	42.1233
14.7274	42.1233
14.7274	42.4658
14.8088	42.4658
14.8902	42.4658
14.8902	42.8082
14.8902	43.1507
14.9715	43.1507
14.9715	43.4932
15.0529	43.4932
15.1343	43.4932
15.2156	43.4932
15.2970	43.4932
15.2970	43.8356
15.3784	43.8356
15.4597	43.8356
15.4597	44.1781
15.5411	44.1781
15.5411	44.5205
15.5411	44.8630
15.5411	45.2055
15.6225	45.2055
15.6225	45.5479
15.7038	45.5479
15.7038	45.8904
15.7852	45.8904
15.8666	45.8904
15.8666	46.2329
15.9479	46.2329
16.0293	46.2329
16.0293	46.5753
16.0293	46.9178
16.1107	46.9178
16.1920	46.9178
16.1920	47.2603
16.2734	47.2603
16.3548	47.2603
16.4361	47.2603
16.4361	47.6027
16.5175	47.6027
16.5989	47.6027
16.6802	47.6027
16.6802	47.9452
16.7616	47.9452
16.7616	48.2877
16.8430	48.2877
16.9243	48.2877
17.0057	48.2877
17.0871	48.2877
17.0871	48.6301
17.1684	48.6301
17.2498	48.6301
17.3312	48.6301
17.4125	48.6301
17.4125	48.9726
17.4939	48.9726
17.5753	48.9726
17.6566	48.9726
17.7380	48.9726
17.8194	48.9726
17.9007	48.9726
17.9821	48.9726
18.0635	48.9726
18.0635	49.3151
18.0635	49.6575
18.1448	49.6575
18.1448	50.0000
18.1448	50.3425
18.2262	50.3425
18.3076	50.3425
18.3889	50.3425
18.4703	50.3425
18.4703	50.6849
18.5517	50.6849
18.6330	50.6849
18.6330	51.0274
18.7144	51.0274
18.7958	51.0274
18.7958	51.3699
18.7958	51.7123
18.8771	51.7123
18.9585	51.7123
18.9585	52.0548
19.0399	52.0548
19.1212	52.0548
19.1212	52.3973
19.2026	52.3973
19.2840	52.3973
19.2840	52.7397
19.2840	53.0822
19.3653	53.0822
19.4467	53.0822
19.5281	53.0822
19.6094	53.0822
19.6094	53.4247
19.6908	53.4247
19.7722	53.4247
19.7722	53.7671
19.8535	53.7671
19.9349	53.7671
20.0163	53.7671
20.0163	54.1096
20.0976	54.1096
20.1790	54.1096
20.1790	54.4521
20.2604	54.4521
20.3417	54.4521
20.4231	54.4521
20.5045	54.4521
20.5045	54.7945
20.5858	54.7945
20.6672	54.7945
20.7486	54.7945
20.8299	54.7945
20.8299	55.1370
20.9113	55.1370
20.9113	55.4795
20.9113	55.8219
20.9113	56.1644
20.9113	56.5068
20.9927	56.5068
21.0740	56.5068
21.1554	56.5068
21.2368	56.5068
21.3181	56.5068
21.3995	56.5068
21.4809	56.5068
21.4809	56.8493
21.5622	56.8493
21.6436	56.8493
21.6436	57.1918
21.7250	57.1918
21.8063	57.1918
21.8877	57.1918
21.9691	57.1918
21.9691	57.5342
22.0504	57.5342
22.0504	57.8767
22.1318	57.8767
22.1318	58.2192
22.1318	58.5616
22.2132	58.5616
22.2945	58.5616
22.3759	58.5616
22.4573	58.5616
22.5386	58.5616
22.5386	58.9041
22.6200	58.9041
22.6200	59.2466
22.6200	59.5890
22.7014	59.5890
22.7828	59.5890
22.8641	59.5890
22.9455	59.5890
23.0269	59.5890
23.1082	59.5890
23.1896	59.5890
23.2710	59.5890
23.3523	59.5890
23.4337	59.5890
23.5151	59.5890
23.5964	59.5890
23.6778	59.5890
23.7592	59.5890
23.8405	59.5890
23.9219	59.5890
24.0033	59.5890
24.0846	59.5890
24.1660	59.5890
24.2474	59.5890
24.3287	59.5890
24.3287	59.9315
24.3287	60.2740
24.4101	60.2740
24.4101	60.6164
24.4915	60.6164
24.5728	60.6164
24.6542	60.6164
24.7356	60.6164
24.7356	60.9589
24.8169	60.9589
24.8983	60.9589
24.9797	60.9589
24.9797	61.3014
25.0610	61.3014
25.1424	61.3014
25.1424	61.6438
25.2238	61.6438
25.3051	61.6438
25.3051	61.9863
25.3865	61.9863
25.4679	61.9863
25.5492	61.9863
25.6306	61.9863
25.7120	61.9863
25.7120	62.3288
25.7120	62.6712
25.7933	62.6712
25.8747	62.6712
25.9561	62.6712
26.0374	62.6712
26.1188	62.6712
26.2002	62.6712
26.2815	62.6712
26.3629	62.6712
26.4443	62.6712
26.4443	63.0137
26.5256	63.0137
26.6070	63.0137
26.6884	63.0137
26.7697	63.0137
26.8511	63.0137
26.9325	63.0137
26.9325	63.3562
27.0138	63.3562
27.0952	63.3562
27.0952	63.6986
27.1766	63.6986
27.2579	63.6986
27.3393	63.6986
27.3393	64.0411
27.3393	64.3836
27.4207	64.3836
27.5020	64.3836
27.5834	64.3836
27.5834	64.7260
27.5834	65.0685
27.5834	65.4110
27.6648	65.4110
27.7461	65.4110
27.7461	65.7534
27.8275	65.7534
27.9089	65.7534
27.9902	65.7534
28.0716	65.7534
28.0716	66.0959
28.0716	66.4384
28.1530	66.4384
28.1530	66.7808
28.1530	67.1233
28.2343	67.1233
28.2343	67.4658
28.2343	67.8082
28.3157	67.8082
28.3971	67.8082
28.3971	68.1507
28.4784	68.1507
28.5598	68.1507
28.6412	68.1507
28.7225	68.1507
28.8039	68.1507
28.8853	68.1507
28.9666	68.1507
29.0480	68.1507
29.1294	68.1507
29.1294	68.4932
29.2107	68.4932
29.2107	68.8356
29.2107	69.1781
29.2921	69.1781
29.2921	69.5205
29.2921	69.8630
29.3735	69.8630
29.4548	69.8630
29.5362	69.8630
29.6176	69.8630
29.6989	69.8630
29.6989	70.2055
29.6989	70.5479
29.7803	70.5479
29.8617	70.5479
29.9430	70.5479
30.0244	70.5479
30.1058	70.5479
30.1871	70.5479
30.1871	70.8904
30.2685	70.8904
30.3499	70.8904
30.4312	70.8904
30.5126	70.8904
30.5940	70.8904
30.6753	70.8904
30.7567	70.8904
30.8381	70.8904
30.9194	70.8904
31.0008	70.8904
31.0822	70.8904
31.1635	70.8904
31.2449	70.8904
31.3263	70.8904
31.4076	70.8904
31.4890	70.8904
31.5704	70.8904
31.6517	70.8904
31.7331	70.8904
31.8145	70.8904
31.8959	70.8904
31.9772	70.8904
32.0586	70.8904
32.1400	70.8904
32.2213	70.8904
32.3027	70.8904
32.3841	70.8904
32.4654	70.8904
32.5468	70.8904
32.6282	70.8904
32.7095	70.8904
32.7909	70.8904
