0	0	ZINCPA000006DCN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100.58000183105467
0	0	ZINCO9000000V2K6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-97.58000183105467
0	0	ZINCPG00000GQML0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-97.26000213623048
0	0	ZINCOP00000KUI3Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96.91000366210938
0	0	ZINCOV000006QJGM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95.97000122070312
0	0	ZINCPM00000D7IVN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95.95999908447266
0	0	ZINCQS000002TBMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94.97000122070312
0	0	ZINCNA000006YSAO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94.83000183105467
0	0	ZINCOS000004A5JQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94.56999969482422
0	0	ZINCQO00000KNQT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94.5500030517578
0	0	ZINCPH000006MTN0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94.1999969482422
0	0	ZINCPZ000008YXG6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94.02999877929688
0	0	ZINCPW000006KGXH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93.37000274658205
0	0	ZINCRP00000CISUL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93.16999816894533
0	0	ZINCOA000007ZBQB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.87999725341795
0	0	ZINCNW00000AN5MI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.83000183105467
0	0	ZINCP400000MLGLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.76000213623048
