recp_id,compound_id,docking_score,is_active,percentage_seen,percentage_active,log_dx,prev_dy,prev_dx,prev_log_dx,area_dy_dx_inc,area_dy_log_dx_inc,running_area_dy_dx,running_area_dy_log_dx,recp_name
1,ZINC000413396487,-64.87000274658203,1,0.24635036496350365,41.17647058823529,0.13051773667021233,40.33613445378151,0.24452554744525548,0.1294414132934795,0.0743728148193583,0.04386696115255649,4.3795620437956195,4.276622753677746,D4
1,ZINC000344040091,-64.83000183105469,0,0.24817518248175183,41.17647058823529,0.1315861166286161,41.17647058823529,0.24635036496350365,0.13051773667021233,0.07513954486904241,0.04399211593427334,4.454701588664662,4.320614869612019,D4
1,ZINC000128927868,-64.83000183105469,0,0.25,41.17647058823529,0.13264666955734586,41.17647058823529,0.24817518248175183,0.1315861166286161,0.07513954486904241,0.04366982647710744,4.529841133533704,4.364284696089126,D4
1,ZINC000369205980,-64.80000305175781,0,0.2518248175182482,41.17647058823529,0.13369950930562247,41.17647058823529,0.25,0.13264666955734586,0.07513954486904355,0.043352224929036766,4.604980678402748,4.407636921018163,D4
1,ZINC000360021487,-64.80000305175781,0,0.25364963503649635,41.17647058823529,0.1347447472565753,41.17647058823529,0.2518248175182482,0.13369950930562247,0.07513954486904127,0.04303920974511615,4.680120223271789,4.450676130763279,D4
1,ZINC000270628406,-64.79000091552734,0,0.25547445255474455,41.17647058823529,0.13578249239795628,41.17647058823529,0.25364963503649635,0.1347447472565753,0.07513954486904355,0.042730682292158685,4.755259768140832,4.493406813055437,D4
1,ZINC000544192609,-64.79000091552734,0,0.2572992700729927,41.17647058823529,0.13681285139033691,41.17647058823529,0.25547445255474455,0.13578249239795628,0.07513954486904127,0.04242654674508481,4.830399313009874,4.535833359800522,D4
1,ZINC000363377421,-64.7699966430664,0,0.2591240875912409,41.17647058823529,0.13783592863289576,41.17647058823529,0.2572992700729927,0.13681285139033691,0.07513954486904355,0.042126709987717156,4.905538857878917,4.577960069788239,D4
1,ZINC000649689957,-64.75,1,0.26094890510948904,42.016806722689076,0.13885182632689755,41.17647058823529,0.2591240875912409,0.13783592863289576,0.07590627491872537,0.04225792928830968,4.981445132797642,4.620217999076549,D4
1,ZINC000290537631,-64.75,0,0.26277372262773724,42.016806722689076,0.13986064453696018,42.016806722689076,0.26094890510948904,0.13885182632689755,0.0766730049684118,0.042387319750530617,5.058118137766054,4.6626053188270795,D4
1,ZINC000464682470,-64.72000122070312,1,0.2645985401459854,42.857142857142854,0.1408624812502019,42.016806722689076,0.26277372262773724,0.13986064453696018,0.07743973501809355,0.04251491934345121,5.1355578727841475,4.70512023817053,D4
1,ZINC000271382349,-64.69999694824219,1,0.2664233576642336,43.69747899159664,0.141857432433356,42.857142857142854,0.2645985401459854,0.1408624812502019,0.07897319511746415,0.0430588117079294,5.2145310679016115,4.74817904987846,D4
1,ZINC000602586979,-64.6500015258789,1,0.26824817518248173,44.537815126050425,0.14284559208793562,43.69747899159664,0.2664233576642336,0.141857432433356,0.08050665521682995,0.04359527887851305,5.295037723118441,4.791774328756973,D4
1,ZINC000527688598,-64.56999969482422,0,0.27007299270072993,44.537815126050425,0.1438270523035294,44.537815126050425,0.26824817518248173,0.14284559208793562,0.0812733852665165,0.043712093635689474,5.376311108384958,4.835486422392663,D4
1,ZINC000563406324,-64.5199966430664,1,0.2718978102189781,45.378151260504204,0.14480190330930162,44.537815126050425,0.27007299270072993,0.1438270523035294,0.08204011531619813,0.04382733513345672,5.458351223701157,4.879313757526119,D4
1,ZINC000467716766,-64.47000122070312,1,0.2737226277372263,46.21848739495798,0.1457702335237707,45.378151260504204,0.2718978102189781,0.14480190330930162,0.08357357541556885,0.04434789637694484,5.5419247991167255,4.923661653903064,D4
1,ZINC000185158323,-64.45999908447266,1,0.2755474452554745,47.05882352941176,0.14673212960293344,46.21848739495798,0.2737226277372263,0.1457702335237707,0.08510703551493709,0.04486153982649798,5.627031834631663,4.968523193729562,D4
1,ZINC000640050710,-64.44999694824219,0,0.2773722627737226,47.05882352941176,0.14768767648680112,47.05882352941176,0.2755474452554745,0.14673212960293344,0.08587376556461859,0.04496691218200823,5.712905600196281,5.013490105911571,D4
1,ZINC000265066748,-64.38999938964844,1,0.2791970802919708,47.89915966386555,0.14863695744440988,47.05882352941176,0.2773722627737226,0.14768767648680112,0.08664049561430531,0.04507090260915573,5.799546095810586,5.058561008520726,D4
1,ZINC000305241084,-64.37999725341797,0,0.28102189781021897,47.89915966386555,0.14958005411736464,47.89915966386555,0.2791970802919708,0.14863695744440988,0.08740722566398679,0.04517353811632005,5.886953321474573,5.103734546637046,D4
1,ZINC000666614106,-64.36000061035156,0,0.28284671532846717,47.89915966386555,0.15051704656197412,47.89915966386555,0.28102189781021897,0.14958005411736464,0.08740722566398945,0.04488115070818545,5.974360547138563,5.148615697345232,D4
1,ZINC000488640994,-64.3499984741211,0,0.2846715328467153,47.89915966386555,0.1514480132900308,47.89915966386555,0.28284671532846717,0.15051704656197412,0.08740722566398679,0.04459252394893321,6.06176777280255,5.193208221294165,D4
1,ZINC000487844530,-64.23999786376953,0,0.2864963503649635,47.89915966386555,0.1523730313082882,47.89915966386555,0.2846715328467153,0.1514480132900308,0.08740722566398945,0.04430758574846347,6.149174998466539,5.237515807042628,D4
1,ZINC000651262870,-64.23999786376953,1,0.28832116788321166,48.739495798319325,0.15329217615668447,47.89915966386555,0.2864963503649635,0.1523730313082882,0.08817395571367088,0.04441246116200515,6.23734895418021,5.281928268204633,D4
1,ZINC000407322128,-64.22000122070312,0,0.29014598540145986,48.739495798319325,0.15420552194536077,48.739495798319325,0.28832116788321166,0.15329217615668447,0.08894068576335767,0.04451601322960121,6.3262896399435675,5.3264442814342345,D4
1,ZINC000301254546,-64.20999908447266,0,0.291970802919708,48.739495798319325,0.15511314139051854,48.739495798319325,0.29014598540145986,0.15420552194536077,0.08894068576335497,0.044236914133740056,6.415230325706922,5.3706811955679745,D4
1,ZINC000565883300,-64.19000244140625,1,0.2937956204379562,49.57983193277311,0.1560151058491602,48.739495798319325,0.291970802919708,0.15511314139051854,0.0897074158130418,0.044340269605493254,6.504937741519964,5.415021465173468,D4
